ID,Name,Latitude,Longitude,Elevation
341047657,Pen Hill,51.2367746,-2.6251654,305
341048071,N/A,51.2334965,-2.6425032,282
341062425,Westclose Hill,51.2426318,-2.7226261,N/A
341122750,Cheese Gate Nab,53.5559129,-1.7385209,N/A
341288639,The Garth,51.5432671,-3.2943361,307
341362840,N/A,55.4895506,-3.5853569,445
341374130,N/A,55.5230653,-3.5835544,560
341433081,Sgòrr Tuath,58.0162157,-5.2008296,589
341433373,Stac Pollaidh,58.0441506,-5.207476,612
341437669,Suilven,58.115533,-5.1366975,731
343137920,Cam Peak,51.6906604,-2.3371655,N/A
343561431,Creigiau Gleision,53.142329,-3.894677,634
343561445,Craig Wen,53.1243205,-3.9008026,548
343801176,Normangill Rig,55.476772,-3.6294786,354
343934539,N/A,51.1866203,-2.6061346,136
343944840,Wraxall Hill,51.1993147,-2.3046114,114
343949280,Knook Down,51.1915156,-2.0834257,177
343957286,N/A,51.2478549,-1.8037893,134
344275615,Easkgill Rig,55.5360668,-3.5943761,N/A
344276022,Cowie Moor,55.528591,-3.5942903,N/A
344310722,N/A,55.5834016,-3.5823276,289
344791211,Guestling Hill,50.8887352,0.6199916,N/A
344792160,Hog Hill,50.9129956,0.6895406,N/A
344792341,Fire Hill,50.8727157,0.6528051,N/A
344884601,Folly Hill,51.2830199,-2.5033827,156
344899706,Eaker Hill,51.2685227,-2.6210136,N/A
344900152,Hook's Hill,51.2839057,-2.5923462,N/A
345150406,Broad Law,55.4983148,-3.3529197,840
345170792,N/A,51.1698652,-2.2793295,228
345510159,N/A,51.2778071,-2.2606942,82
345568361,Overton Hill,51.4117374,-1.8305077,170
346192171,White Tor,53.3956203,-1.7027077,N/A
346193573,Onesmoor,53.4322465,-1.5847041,N/A
346198619,Arn Hill Down,51.2173626,-2.1779301,212
346199768,N/A,51.2233297,-2.1522239,191
346205751,N/A,51.2353353,-2.0612185,162
346586449,Oatlands Hill,51.1648641,-1.8703636,129
346588162,Smithen Down,51.1187418,-1.8563732,156
346593429,Chain Hill,51.1364638,-1.8798479,148
346604812,N/A,51.1489158,-1.9071866,102
346631603,Roineabhal,57.7662307,-6.9768489,460
346792686,N/A,51.8605985,-2.0254074,298
347111205,Church Hill,51.775163,-2.5513922,N/A
347193866,N/A,51.83594,-2.5868074,225
347246230,Nedge Hill,52.6636041,-2.4185798,163
347413554,Wyegate Hill,51.7522869,-2.6537811,210
347424429,N/A,51.7363733,-2.5897833,205
347426405,N/A,51.7291875,-2.6086655,190
347430548,Huntsham Hill,51.8479574,-2.6365279,140
348014495,N/A,51.3476433,-2.0915893,N/A
348015552,N/A,51.3387433,-2.0160154,107
348085831,Carn Dearg,56.7599346,-4.5899198,941
348086253,Beinn na Lap,56.7893938,-4.6599843,935
348146071,Beinn Rà,57.9070416,-7.0093612,267
348151038,N/A,57.8235938,-7.1100307,339
348151092,Ceapabhal,57.8186783,-7.101311,368
348151507,Bleabhal,57.8139484,-7.0033217,398
348151521,Bolabhal Sgarasta,57.8093213,-7.0423425,265
348151695,Shranndabhal,57.7506621,-6.985073,211
348827221,N/A,51.2840425,-2.3478405,130
348878754,N/A,51.2542384,-2.331876,119
349056112,Hobcarton End,54.600596,-3.2471624,634
349060978,Crag Hill,54.5720277,-3.2502817,838
350058380,Butchers Hill,51.6172468,-2.4438798,N/A
351022372,N/A,51.2560491,-2.4656694,178
351087674,Haydon Hill,51.280752,-2.4497907,135
351910317,Brean Down,51.3257332,-3.0275334,98
351943308,Llethr Llwyd,52.1624184,-3.8477419,N/A
352787530,Upton Cow Down,51.2419328,-2.1752109,199
352864171,Ruebury,54.3738845,-1.3025346,N/A
352864190,Beacon Hill,54.3910084,-1.2936363,299
354691769,Castle Hill,51.7359322,-1.1257175,N/A
354981649,Porridgepot Hill,51.3033251,-0.690535,N/A
355005056,Hill of Courtstone,57.3919127,-2.268002,108
355148844,Mynydd Y Betws,51.7816571,-3.9405166,341
355206298,Mynydd Ferddin,51.9512054,-2.9554764,323
355548345,Bryn Mawr,51.7637413,-3.8985824,351
355820226,Castle Hill,51.8379166,-2.1584919,N/A
356741658,The Ercall,52.6835515,-2.5275586,265
356742191,Lawrence's Hill,52.6802782,-2.5328025,231
356747364,N/A,52.6653192,-2.4389244,158
356756443,Ackleton Hill,52.5806689,-2.3358799,100
356756817,Abbots Castle Hill,52.5447309,-2.2614836,127
356758882,Wain Hill,52.4253786,-2.6419905,N/A
356759491,Sutton Hill,52.4394006,-2.685658,252
356759950,Titterstone Clee,52.3980374,-2.6018597,533
356985053,West Nab,53.4418812,-1.6013181,N/A
356985289,Spout House Hill,53.4483512,-1.5879485,N/A
356987157,Ewden Height,53.4770688,-1.6548965,N/A
357915953,The Knott,53.3370744,-2.0650158,250
358330956,Mork Hill,51.7423187,-2.642842,178
358340321,Lizard Hill,52.6824859,-2.3384297,150
358475686,Lilleshall Hill,52.7372887,-2.402787,130
358485891,Sgùrr a' Gharaidh,57.4397006,-5.5278449,732
359369861,Crickley Hill,51.843848,-2.1067241,228
359373374,May Hill,51.8894132,-2.4441591,296
359379209,Brights Hill,51.8776683,-2.4251722,N/A
359380251,Huntley Hill,51.8696931,-2.433369,200
359381908,Clay Hill,51.852678,-2.3444484,N/A
359855082,Lassington Hill,51.8845114,-2.2895683,60
359953342,Pike Low,53.4044312,-1.7307663,N/A
359954392,High Stones,53.4453874,-1.7184015,550
359954628,N/A,53.4126461,-1.8061119,N/A
359956698,Hollins Cross,53.3573728,-1.7972909,390
359958249,Calton Hill,53.2389143,-1.8237285,400
360208858,Long Crag,55.3559395,-1.9026845,319
360208860,Coe Crag,55.3585749,-1.8846232,308
360208919,Bigges' Pillar,55.3582926,-1.8089957,269
360210418,Swallow Knowe,55.3450652,-1.8882202,283
360210421,Shirlaw Pike,55.3292178,-1.8430197,308
360210424,Wellhope Knowe,55.3428712,-1.8492579,259
360210427,Rimside Moor,55.3516416,-1.8624042,216
360251938,Hard Heugh,55.3483783,-1.9199571,287
360252066,Tosson Hill,55.2784004,-1.9939479,440
360252069,Weather Head,55.2719052,-1.9761433,382
360252145,Whitefield Hill,55.2703078,-2.0266155,347
360252155,Tod Knowe,55.2430751,-2.026966,336
360252158,Hemmel Hill,55.2407438,-2.0114271,333
360252162,Lough Hill,55.2475135,-1.9780547,305
360252212,Dough Crag,55.2529916,-2.0429539,386
360811989,Thistle Hill,53.993314,-1.4613199,N/A
360812486,Gibbet Hill,54.0336105,-1.4535951,N/A
361036562,Beacon Hill,53.3321695,-2.7423436,N/A
361126587,Horse Stone Naze,53.4734458,-1.7637424,N/A
361129677,Winyards Nick,53.326789,-1.6229676,N/A
361131313,N/A,53.3869867,-1.736507,N/A
361131370,Rud Hill,53.3542829,-1.594325,420
361133327,Staden Low,53.2469246,-1.892709,N/A
361134012,Hare Knoll,53.2708583,-1.6384489,N/A
361369373,Portsdown Hill,50.8583397,-1.1088403,131
361518779,Caerphilly Mountain,51.5622914,-3.2233299,271
361520748,Wenallt,51.543937,-3.223207,229
361521361,Twyn Garwa,51.5613248,-3.2327955,242
361524384,N/A,51.3839783,-2.7552665,150
362875134,Ben Starav,56.5389171,-5.0498001,1078
363519754,Mynydd Ty-talwyn,51.5617242,-3.6485688,N/A
363590982,Meall nan Tri Tighernan,56.5381718,-5.0176757,892
363597119,Beinn Chaorach,56.5641293,-4.9990375,825
363604748,Cock Rig,55.8199668,-3.3537001,478
363604792,Weather Law,55.8102916,-3.3779044,519
363604826,Spittal Hill,55.8135845,-3.3338003,526
363604858,The Mount,55.8039999,-3.3668537,537
363604887,Grain Heads,55.7989375,-3.3705229,N/A
363604910,East Cairn Hill,55.8191953,-3.3924956,567
363604947,West Cairn Hill,55.8106154,-3.4258876,562
363605016,Byrehope Mount,55.778283,-3.4200473,534
363605085,N/A,55.7811792,-3.4508605,N/A
363605318,Mount Maw,55.785333,-3.3696646,534
363605743,Bell's Hill,55.8657389,-3.2715858,406
363606217,Caerketton Hill,55.8830619,-3.2214017,478
363607868,N/A,55.7453967,-3.4899134,N/A
363607917,Mendick Hill,55.7402285,-3.4006833,451
363607969,Black Mount,55.6984142,-3.46545,516
363608092,Mid Hill,55.7327853,-3.4828753,N/A
363608247,Crailzie Hill,55.6939592,-3.2827182,476
363608325,Bowbeat Hill,55.7109836,-3.127708,N/A
363608586,Makeness Kipps,55.6882505,-3.1426425,N/A
363608593,Whitehope Law,55.6901858,-3.0659098,621
363608961,Clog Knowe,55.6661651,-3.0949942,541
363695850,High Fields,53.2704333,-1.6786009,330
363696234,N/A,53.2573965,-1.6892108,370
363698766,Longstone Moor,53.2562237,-1.7179818,395
364688960,Brownscombe Hill,50.4748296,-3.6113285,N/A
364689037,Blair Hill,50.4870638,-3.606994,N/A
364689938,Wrigwell Hill,50.478462,-3.6284088,N/A
364695276,Great Hill,50.5014289,-3.5352495,180
364697501,Windmill Hill,50.4494464,-3.5899969,N/A
364697673,Beacon Hill,50.4469262,-3.6097962,196
364739754,Rye Loaf Hill,54.0655625,-2.2089675,546.8
365049455,Stob Gaibhre,56.5731212,-5.1525387,684
365940357,Bull Hill,53.3293535,-1.2366901,N/A
366051435,Watch Hill,54.9252788,-3.0744144,N/A
366795327,Beinne na Grèine,57.2361071,-5.7291265,N/A
366806453,Cleeve Hill,51.1411053,-1.5000071,120
367374241,Noar Hill,51.0802784,-0.9324352,210
367467912,Papperthill Craigs,55.8657079,-3.8317834,N/A
367495935,Churchdown Hill,51.8680489,-2.1758536,155
367531898,Ewe Hill,55.6487279,-3.5047682,N/A
367563065,Broomy Law,55.6707311,-3.4556112,426
367571007,The Mount,55.6648038,-3.434902,423
367992863,Southcott Down,50.6074957,-3.7753055,N/A
368372918,N/A,57.5586603,-5.4753802,897
368666882,Iford Hill,50.8406254,-0.0230788,175
368671286,Front Hill,50.8382947,-0.0138949,150
368686595,Highdale Hill,50.8234687,-0.0177149,N/A
368697839,Southease Hill,50.8178294,0.0008245,N/A
369011352,Palmer's Ball,51.0669594,-0.8801698,103
369011860,Fern Hill,51.0920075,-0.8602432,102
369012224,Round Hill,51.0963738,-0.8580975,90
369284382,Helsby Hill,53.273444,-2.7632311,N/A
369297823,Itford Hill,50.830429,0.0445503,130
369686617,Black Fell,54.7933132,-2.5486953,664
369686620,Watcher's Hill,54.7979144,-2.5145821,439
369686622,Scarberry Hill,54.7870982,-2.5008235,598
370164846,Haughmond Hill,52.7166584,-2.6780394,153
370287790,Hurley Beacon,51.1355185,-3.227469,353
370830919,Mount Pleasant,50.8247862,-0.0756249,N/A
370831337,Hollingbury,50.8562767,-0.1239046,N/A
370831738,Balmer Huff,50.8797316,-0.0659689,170
370831786,Newmarket Hill,50.8443551,-0.0673422,N/A
370831886,Castle Hill,50.8506956,-0.0492319,200
370831966,High Hill,50.822509,-0.0488028,N/A
370832583,Falmer Hill,50.8514544,-0.0899646,163
370832634,West Hill,50.8903448,-0.183042,N/A
370832917,N/A,50.8851468,-0.2117953,N/A
370833091,Thundersbarrow Hill,50.8616404,-0.2545389,N/A
370833181,Beeding Hill,50.87437,-0.2759108,N/A
370833355,Lancing Hill,50.8470648,-0.3130755,N/A
370833402,Lancing Ring,50.8465228,-0.3250918,N/A
370833470,Steep Down,50.8558974,-0.3415713,N/A
371068949,Twyn Y Post,52.0581988,-3.4185562,421
371731215,Haw Pike,53.9662146,-1.9102508,251.5
371778081,Arenig Fach,52.9587261,-3.7576796,689
372743265,Two Lads,53.6151868,-2.522612,389
373110433,Rowling End,54.5755672,-3.1937738,433
373352708,Carn a'Choire Ghlaise,57.1454378,-4.4014019,778
373360408,Maol Chnoc,57.2650064,-4.354195,419
373361621,Meall Donn,57.2588793,-4.3619197,490
373362005,Creag a Chliabhain,57.2535869,-4.3626064,513
373362441,Beinn Dubhcharaidh,57.2483866,-4.3401187,689
373363065,Meall a Ghuirmein,57.2752159,-4.344067,451
373442068,Castle Hill,53.3499544,-2.307704,N/A
373846800,Eildon Hill North,55.5874329,-2.7079786,404
373846802,Eildon Mid Hill,55.5822484,-2.718345,422
373846804,Eildon Wester Hill,55.5763488,-2.7176497,371
373846809,Black Hill,55.6248771,-2.6598882,314
376013453,The Roaches,53.1721543,-1.9998502,505
376041066,Bleak Knoll,53.3157277,-1.7258411,N/A
376553014,Cruach Tairbeirt,56.2154049,-4.7224302,415
377761872,Nore Hill,50.8833309,-0.6497073,144
377778216,Lambdown Hill,50.9060145,-0.8365607,142
377778483,Walderton Down,50.8847929,-0.8705497,126
377778697,Stoke Clump,50.8787278,-0.8178496,126
377779122,Apple Down,50.9293451,-0.870573,174
377779802,Chalton Down,50.9305805,-0.9568954,145
377781580,Holt Down,50.9624009,-0.965531,200
377781887,War Down,50.9738202,-0.9668792,244
377782126,Head Down,50.9665943,-0.9536338,205
377784015,Salt Hill,50.974195,-1.0407331,210
377784947,N/A,50.9737829,-1.0612655,200
379015202,N/A,56.223235,-4.457464,727
379015203,Ben Venue,56.225009,-4.4623626,729
379817823,Mill Hill,52.4065382,-0.8706698,N/A
379820882,Warren Hill,52.4152293,-0.8830295,N/A
379825122,N/A,57.2229657,-6.08595,N/A
379825131,Blà Bheinn,57.2195711,-6.0931604,928
380635909,Sron a Chlachain,56.4655331,-4.3418298,521
380748289,Target Rock,49.8913394,-6.3296794,25
380748423,Kittern Hill,49.8965771,-6.3344706,30
380748463,N/A,49.9722543,-6.3236676,44
380749164,Samson Hill,49.9468641,-6.3526941,42
380751300,N/A,49.9536893,-6.326662,32
380751620,Tinkler's Hill,49.9677439,-6.3002919,N/A
380752549,Gun Hill,49.9668637,-6.3486949,34
380753152,N/A,49.934089,-6.2962155,43
380754502,N/A,49.8839462,-6.34193,15
380756977,Watch Hill,49.9554872,-6.3513877,42
380766106,N/A,57.0947944,-3.4441546,1138
380766124,Cnap a'Chléirich,57.0911401,-3.4746354,1161
380771902,Moel Fenlli,53.1313497,-3.2497021,511
381218505,N/A,56.5408903,-4.6972699,1002
382450384,Ben Oss,56.3893211,-4.7754019,1029
382450453,Beinn Dubhchraig,56.3913389,-4.7432864,978
382518859,Buaileabhal,57.8833213,-7.0725326,99
382628463,Beinn na h-Ùidhe,57.8939098,-7.0311303,137
382955832,Sgurr Choinnich Beag,56.7967269,-4.9159966,959
382955833,Stob Coire Easain,56.8125506,-4.8933348,1078
382983067,Carn Ban Mor,57.0522721,-3.8255029,1052
382983081,Sgor Gaoith,57.0685891,-3.8109296,1118
382983155,Mullach Clach a'Bhlair,57.0119137,-3.8412449,1019
382988709,Bynack More,57.1378224,-3.5847763,1090
383204464,A'Choinneach,57.1236812,-3.6004925,1017
383764748,Meall Garbh,56.5089898,-4.7171383,994
383825912,Meall Tionail,56.5146974,-4.6965377,728
383876474,Cairn Sasunnaich,56.5063502,-4.7231881,1063
383897077,Meall Buidhe,56.5578085,-4.670277,981
383982837,Top o' Selside,54.317645,-3.0652172,335
384031752,Pickett's Heath,51.7237311,-1.3031152,164
384390086,Cleit Mòr,57.9055823,-7.0309121,141
384946798,Farley Hill,51.1901331,-0.5798549,N/A
385559407,Mont Cassel,50.8016641,2.4840511,176
386055628,Friston Hill,50.7722081,0.1908325,N/A
386055631,Went Hill,50.7516274,0.2002846,N/A
386055638,Combe Hill,50.7982543,0.2334986,N/A
386582687,School Hill,51.3521243,-0.8075492,N/A
386585800,Ambarrow Hill,51.3587903,-0.8163893,N/A
387213008,Butter Hill,51.371952,-0.7757111,120
387948130,N/A,51.9448755,-3.0131719,552
388120703,Dùn Caan,57.3811515,-6.0293715,444
388371674,Sgùrr nan Gillean,57.2482537,-6.1930475,964
388371675,Bruach na Frithe,57.2468705,-6.2107059,958
388371676,Am Basteir,57.247827,-6.2024849,934
388371677,Sgurr a' Mhadaidh,57.230871,-6.231852,918
388371678,Sgurr a' Ghreadaidh,57.2272943,-6.2344318,973
388371679,Sgùrr na Banachdich,57.2209757,-6.2417132,965
388371680,The Inaccessible Pinnacle,57.213275,-6.2347013,986
388371682,Sgùrr Mhic Choinnich,57.2090689,-6.2238877,948
388371683,Sgùrr Alasdair,57.2067026,-6.2237372,992
388371684,Sgùrr nan Eag,57.1957965,-6.2110262,924
389034552,Cold Law,55.3753915,-2.0726405,393
389595867,N/A,56.4648049,-4.3512131,519
389938305,Deacon Hill,51.9552809,-0.3630591,172
390059366,Warden Hill,51.9223461,-0.4149364,195
390194974,N/A,51.3951795,-2.7115832,202
390194975,Barrow Hill,51.4019827,-2.699571,179
390194976,Dundry Hill,51.3976563,-2.6434576,233
390195868,N/A,51.3664641,-2.7151985,173
390196799,N/A,51.3545578,-2.7057521,127
390197971,N/A,51.3563785,-2.7809157,21
390224707,Stiperstones,52.5819659,-2.9349561,536.9
390244696,N/A,51.2752892,-2.7427885,254
390245339,N/A,51.2628735,-2.7396791,261
390246785,N/A,51.2687104,-2.7184215,265
390246786,N/A,51.2774466,-2.7113545,266
390247704,Wireless Station,51.3080059,-2.7200254,312
390264844,Nap Hill,51.3366946,-2.5310977,179
390390212,Graffham Down,50.9366654,-0.6845091,220
390390502,N/A,50.9399647,-0.7063101,232
390568506,N/A,52.4338941,-1.1475032,N/A
390568507,N/A,52.4277815,-1.1444886,N/A
390569972,N/A,51.3591467,-2.6395729,N/A
390570984,N/A,51.3734145,-2.6019684,118
390571025,Maes Knoll Tump,51.3937977,-2.5781225,199
390593175,Pen Plaenau,52.92147,-3.3131,537
390980594,Whinny Hill,55.9480863,-3.1576318,178
392134601,Castle Hill,51.6283825,-1.1793501,N/A
392897767,Coed Angred Hill,51.8745264,-2.7861049,N/A
393388300,Espieside Hill,55.8661303,-4.0555093,N/A
393914675,N/A,50.6042205,-1.2188137,199
393916414,Week Down,50.5978801,-1.2353329,211
393969002,Meall Dhamh,56.3584285,-4.6009969,806
393969074,Stob Coire Bhuidhe,56.3720447,-4.5770924,855
393969422,Stob Garbh,56.3648042,-4.5736752,959
393979024,Stob Coire an Lochain,56.3651993,-4.5299284,1065
393979457,Stob Creagac,56.3699532,-4.5097582,N/A
393981128,N/A,50.6022371,-1.2099978,223
394140519,Cadair Fawr,51.8001477,-3.4835653,485
394666428,N/A,50.6413903,-1.2691375,57
394668687,Elliot's Hill,50.6458244,-1.2812194,86
394670379,N/A,50.6273177,-1.2777635,85
394681307,N/A,50.6087684,-1.2397961,210
395411657,Weets Hill,53.899631,-2.2190011,N/A
395742924,Herrock Hill,52.2299408,-3.0587283,N/A
398662603,Fron Hen,53.1347343,-3.2322502,458
398723928,Sgùrr na Banachdich Central Top,57.2196795,-6.2405155,942
398936490,N/A,57.2195094,-6.0932012,919
401697536,N/A,50.6933622,-1.4084679,35
405158013,N/A,51.044208,-0.4403589,65
405758704,Meall an t-Suidhe,56.8101355,-5.0508785,711
409475527,Clearbury Down,51.0201909,-1.7838889,143
410100135,N/A,54.1167231,-1.863096,N/A
410100141,N/A,54.1126982,-1.8939951,N/A
410100142,N/A,54.1278398,-1.9165685,N/A
410100194,Meugher,54.129556,-1.9341939,N/A
410100567,N/A,54.1617247,-1.9368246,N/A
410102155,N/A,54.1435791,-1.9537332,N/A
410102586,Brown Hill,54.1801637,-1.9197443,N/A
410103163,Dead Man's Hill,54.2000123,-1.924274,533
410103681,Great Haw,54.2097394,-1.8876436,544.4
410103694,Little Haw,54.2053722,-1.8665292,N/A
410103766,N/A,54.1980925,-1.8518522,N/A
410104079,Harland Hill,54.2542439,-1.9589313,N/A
410104302,Wasset Fell,54.2467671,-2.0177629,490.7
410104330,Naughtberry Hill,54.2334983,-2.033752,564.5
410104501,Heck Brow,54.264316,-2.0557001,N/A
410104512,Stake Fell,54.2719873,-2.0664373,495.0
410106430,Flamstone Pin,54.2568461,-1.836746,N/A
410106932,Tranmire Hill,54.244761,-1.7767503,N/A
410107663,Black Brunt,54.2312677,-1.8350294,N/A
410107743,Little Haw,54.2183847,-1.8815067,516
410108343,Cockle Hill,54.1599658,-1.8182066,N/A
410108376,Stock Ridge,54.1437299,-1.8946817,N/A
410108759,Hambleton Hill,54.1536833,-1.7733171,N/A
410108798,Jordan Crags,54.1319637,-1.7716863,N/A
410108799,High Hill,54.1267835,-1.7567518,N/A
410108810,Light Hill,54.1267332,-1.7795828,N/A
410111436,Clints Hill,54.1950798,-1.7451646,N/A
410112017,Long Hill,54.0944808,-1.9113329,416.1
410119206,Thompson Hole Ridge,54.0873325,-1.9387128,N/A
410119223,Sand Haw,54.0913637,-1.9461308,N/A
410123428,Kealcup Hill,54.081895,-2.0999887,N/A
410123804,Brown Hill,54.0552509,-2.1081426,N/A
410123977,Parson's Pulpit,54.1145749,-2.1264224,538
410124058,Fountains Fell South Top,54.132987,-2.2023832,662
410124097,Knowe Fell,54.112595,-2.2060604,N/A
410124716,Black Hill,54.0913095,-2.2066763,468
410128003,Cowden,54.064613,-2.1459174,301
410129472,Skelterton Hill,54.0376065,-2.0198658,305
410129477,Stebden Hill,54.0431579,-1.9980969,N/A
410129483,Peter's Crag,54.0321023,-2.003565,N/A
410129758,Butter Haw Hill,54.0443926,-2.0071735,N/A
410130550,Kail Hill,54.0485998,-1.9774439,297.2
410131453,Watt Crag,54.0256385,-2.0125347,N/A
410131489,Hut Crag,54.0036771,-1.9796541,N/A
410132382,N/A,54.0069055,-1.9892671,N/A
410132401,Earl Seat,54.0208801,-1.8910805,449.3
410132605,Simon's Seat,54.0341667,-1.8811249,485
410133801,Brown Bank Head,54.0185559,-1.8379476,N/A
410136834,Palley's Crags,54.0481526,-1.7837187,N/A
410137352,Round Hill,53.9766295,-1.8146017,N/A
410137668,Heligar Pike,53.9668356,-1.7911699,N/A
410138333,Little Crag,53.9748697,-1.8459503,N/A
410141443,Brown Haw,54.2161171,-2.004548,580.3
410141511,Tor Mere Top,54.1827688,-2.0449379,N/A
410142242,Windle Side,54.193272,-2.0440271,N/A
410142569,Buckden Pike,54.2048165,-2.0618843,701.6
410144388,Middle Tongue,54.2253507,-2.1413603,642.8
410145173,N/A,54.1828761,-2.1259096,N/A
410145829,Moss Top,54.183077,-2.144449,N/A
410146459,Horse Head,54.1973393,-2.1744897,605.0
410146812,High Green Field Knott,54.2013455,-2.2371892,N/A
410169232,Green Scar Top,54.2404405,-2.1123977,N/A
410169953,Wether Fell,54.2787954,-2.1919374,N/A
410169954,Yorburgh,54.2894108,-2.1745607,513.9
410170209,Ten End,54.279461,-2.2371129,584.3
410175403,Kail Hill,54.0425632,-1.9324145,259
410175666,Cop Crag,54.000456,-1.7776983,N/A
410217918,Ouster Bank,54.1706029,-1.8160443,N/A
410225587,Clent Hill - The Four Stones,52.4207518,-2.0988938,304
410869250,Cnoc Buidhe,56.1049154,-4.5746385,N/A
411692059,Wool Stones Hill,53.9687386,-1.8037762,N/A
411706306,Healthwaite Hill,53.9274578,-1.5484514,N/A
411721409,Round Hill,53.9236165,-1.6073732,130
411721932,N/A,53.9457864,-1.6541734,N/A
411727400,Stanistan Hill,53.9442709,-1.6167512,N/A
411747167,Windgate Nick,53.919963,-1.8938689,N/A
411903609,River Hill,51.2492513,0.2085053,213
411903626,Hubbard's Hill,51.2478618,0.1880251,N/A
411903661,Bayley's Hill,51.2462635,0.1672326,208
411903856,Raspit Hill,51.2698935,0.2652804,N/A
411934239,Swifts Hill,51.7584494,-2.1782285,N/A
411934243,Famish Hill,51.7834654,-2.138446,N/A
411934247,Down Hill,51.7739333,-2.1714479,N/A
412042858,Huddinknoll,51.7943642,-2.2252743,N/A
412384613,Wickridge Hill,51.7630846,-2.1988204,N/A
412395075,Juniper Hill,51.7715713,-2.193254,N/A
412528278,Starpet Rig,55.56458,-4.0362665,451
412528480,Priesthill Height,55.5700157,-4.0098306,493
412531861,Little Achinstilloch,55.5669097,-3.9700052,N/A
412534419,Black Hill,52.0069814,-3.0578833,640
412828748,Beacon Batch,51.3121253,-2.7408652,325
412835031,N/A,51.2553617,-0.6028112,N/A
412842881,N/A,50.7316724,-3.3442325,N/A
413286340,Beinn Bheag,56.4543666,-4.7336622,653
413482989,Pen Y Gadair Fawr,51.9519771,-3.12264,800
413970894,Huckley Hill,54.2317887,-2.1112393,N/A
414230341,Black Hill,51.1357817,-3.2188898,358
414230342,Bicknoller Post,51.1556588,-3.247277,287
414994185,Wether Lair,55.2622814,-2.4695698,496
416016089,Woodhouselee Hill,55.8729525,-3.2273046,382
416021369,Castleknowe,55.8646066,-3.2313129,N/A
416382481,King's Hill,55.8597891,-3.2656503,300
416382597,Fala Knowe,55.8762117,-3.2386566,439
416391289,Taylors Hill,51.8418884,-1.9988352,N/A
416391301,N/A,51.8376989,-2.0346695,310
416663658,Marsco,57.2492001,-6.1332609,736
416665034,Beinn Dearg Mhòr,57.2791374,-6.1165668,731
416851290,Creag a Chalamain,57.1274123,-3.7163865,787
416851727,Castle Hill,57.1315583,-3.7224804,728
416852132,Airgiod-meall,57.1399549,-3.7097059,644
417652996,Breidden Hill,52.7227414,-3.0450791,366
417653092,Moel y Golfa,52.705447,-3.0513627,403
417861391,Wallace's Hill,55.6130919,-3.1072854,459
417861392,Orchard Rig,55.6007768,-3.1150489,446
417861393,Kirn Law,55.6555539,-3.1226741,408
417861395,Caresman Hill,55.671368,-3.1328843,551
417861396,Dunslair Heights,55.6806544,-3.134799,602
417861397,Whitfold Hill,55.6734059,-3.1695398,377
418322723,Hartside Height,54.7774634,-2.5444526,620
418322724,Benty Hill,54.7810811,-2.5147357,609
418322732,N/A,54.7724775,-2.452123,N/A
419853551,Birdlip Peak,51.8344138,-2.1132727,N/A
420731422,Broad Crag,54.4577577,-3.2065517,934
420878493,The Knolls Camp,51.9809134,-2.0405021,225
420878495,N/A,51.9867811,-2.0557371,150
421991377,Velvet Hill,52.9862097,-3.1927936,230
423266141,Fron Fawr,52.9969533,-3.181351,378
424435950,Maiden Hill,51.7556718,-2.2568874,N/A
424435964,Vinegar Hill,51.7738388,-2.2673587,N/A
425757647,Meall Garbh,56.4400171,-4.5516386,N/A
425760143,Beinn nan Imirean,56.44609,-4.5676889,849
426573685,N/A,54.6672922,-2.3925161,N/A
426575021,N/A,54.6604664,-2.3741912,N/A
426582385,N/A,54.6435956,-2.4260887,698.6
426583515,Brownber Hill,54.6418199,-2.4575543,N/A
426584144,BluethwaiteHill,54.6349774,-2.4525246,406.6
426584590,Dufton Pike,54.6338783,-2.4665558,481.0
426595735,Meldon Hill,54.6559483,-2.3557376,767
426617816,Mickle Fell,54.615436,-2.302208,789.7
426622236,N/A,54.624842,-2.388452,672.4
426624927,Peeping Hill,54.6218729,-2.4349594,502.9
426628523,Murton Fell,54.6109016,-2.3758779,672.7
426647194,N/A,54.6224282,-2.2448122,N/A
426647231,N/A,54.6304193,-2.2500801,635.5
426685254,Noon Hill,54.6421237,-2.2207081,530.0
426727795,Hagworm Hill,54.6152711,-2.2109524,N/A
426748203,Bryn Du (Y Fawnen),52.9147846,-3.2709159,563
426809802,Patehill Rigg,54.5976519,-2.2133599,N/A
426859452,Kelton Hill,54.5728305,-2.1199154,412.4
426859468,N/A,54.5726846,-2.1372025,N/A
426859667,N/A,54.5770875,-2.1038572,N/A
426860396,Harton Crag,54.5468851,-2.2213532,N/A
426867488,Neighbour Moor,54.6585246,-1.9650672,N/A
426867508,High Acton Currick,54.6475011,-1.9548533,N/A
426867733,Black Hill,54.6694955,-1.947901,N/A
426916023,Rawden Hill,53.8978265,-1.5579009,N/A
426927007,Middle Hare Head,53.9941342,-1.9264633,305
426930925,Halton Height,53.9934685,-1.9543325,356
426932498,Brown Bank,54.010963,-1.9924199,N/A
426937666,Folly Top,54.0318889,-1.9572722,N/A
426942631,Langerton Hill,54.0554771,-1.9372573,N/A
426973730,Brown Hill,54.061021,-2.1132694,N/A
426994000,Green Haw Hill,54.0925948,-2.0538316,N/A
427022657,Mill Stone Hill,54.2409007,-2.0292411,N/A
